v4geneID	Chromosome	Start	Stop	v4geneID.1	X..	v5chromosome	v5start	v5stop	v5geneID	v5geneID.1	v5..	v5length
Zm00001d004023	chr2	76734517	76748447	Zm00001d004023	-	chr2	76734517	76748447	Zm00001eb085860	Zm00001eb085860	-	13930
Zm00001d008238	chr8	2420430	2424773	Zm00001d008238	+	chr8	2420430	2424773	Zm00001eb332710	Zm00001eb332710	+	4343
Zm00001d051869	chr4	175082001	175083755	Zm00001d051869	+	chr4	175082001	175083755	Zm00001eb190910	Zm00001eb190910	+	1754
Zm00001d027409	chr1	4614719	4615697	Zm00001d027409	+	chr1	4614714	4615697	Zm00001eb001550	Zm00001eb001550	+	978
Zm00001d003102	chr2	32158690	32160105	Zm00001d003102	+	chr2	32158690	32160105	Zm00001eb077990	Zm00001eb077990	+	1415
Zm00001d032199	chr1	218625352	218626161	Zm00001d032199	+	chr1	218625352	218626161	Zm00001eb041480	Zm00001eb041480	+	809
Zm00001d042908	chr3	185862064	185868156	Zm00001d042908	+	chr3	185862067	185868156	Zm00001eb148300	Zm00001eb148300	+	6089
Zm00001d034533	chr1	297317857	297320258	Zm00001d034533	+	chr1	297317857	297320258	Zm00001eb061630	Zm00001eb061630	+	2401
Zm00001d022266	chr7	177457140	177458264	Zm00001d022266	+	chr7	177457140	177458264	Zm00001eb328650	Zm00001eb328650	+	1124
Zm00001d036563	chr6	99543549	99547793	Zm00001d036563	+	chr6	99543549	99547793	Zm00001eb273620	Zm00001eb273620	+	4244
Zm00001d004702	chr2	132119185	132153447	Zm00001d004702	-	chr2	132119185	132153447	Zm00001eb090920	Zm00001eb090920	-	34262
Zm00001d013370	chr5	10136753	10138110	Zm00001d013370	+	chr5	10136753	10138110	Zm00001eb215740	Zm00001eb215740	+	1357
Zm00001d029217	chr1	62080777	62081574	Zm00001d029217	-	chr1	62080777	62081640	Zm00001eb017340	Zm00001eb017340	-	797
Zm00001d010525	chr8	119058431	119062033	Zm00001d010525	+	chr8	119058431	119062033	Zm00001eb351300	Zm00001eb351300	+	3602
Zm00001d042127	chr3	152949802	152951145	Zm00001d042127	-	chr3	152949802	152951145	Zm00001eb141310	Zm00001eb141310	-	1343
Zm00001d012044	chr8	168487180	168489852	Zm00001d012044	+	chr8	168487180	168489680	Zm00001eb364680	Zm00001eb364680	+	2500
Zm00001d007058	chr2	220962312	220967383	Zm00001d007058	+	chr2	220962312	220967383	Zm00001eb110510	Zm00001eb110510	+	5071
Zm00001d032480	chr1	229972244	229973845	Zm00001d032480	-	chr1	229972244	229973845	Zm00001eb043800	Zm00001eb043800	-	1601
Zm00001d005609	chr2	180274743	180275795	Zm00001d005609	+	chr2	180274743	180275795	Zm00001eb098220	Zm00001eb098220	+	1052
Zm00001d013865	chr5	23713869	23717339	Zm00001d013865	-	chr5	23713751	23717339	Zm00001eb220420	Zm00001eb220420	-	3470
Zm00001d023620	chr10	12276703	12277644	Zm00001d023620	-	chr10	12276703	12277644	Zm00001eb408540	Zm00001eb408540	-	941
Zm00001d011763	chr8	162367589	162369211	Zm00001d011763	-	chr8	162367941	162369211	Zm00001eb361990	Zm00001eb361990	-	1270
Zm00001d032591	chr1	233342148	233347419	Zm00001d032591	+	chr1	233342148	233347316	Zm00001eb044760	Zm00001eb044760	+	5168
Zm00001d014547	chr5	52807837	52808086	Zm00001d014547	-	.	-1	-1	.	-1	.	0
Zm00001d048615	chr4	1673519	1674255	Zm00001d048615	-	chr4	1673458	1674255	Zm00001eb164650	Zm00001eb164650	-	736
Zm00001d037263	chr6	125418005	125418910	Zm00001d037263	-	chr6	125418005	125418910	Zm00001eb279980	Zm00001eb279980	-	905
Zm00001d031820	chr1	204787491	204788826	Zm00001d031820	-	chr1	204787308	204788481	Zm00001eb038330	Zm00001eb038330	-	990
Zm00001d003083	chr2	31589909	31596227	Zm00001d003083	-	chr2	31589909	31596227	Zm00001eb077860	Zm00001eb077860	-	6318
Zm00001d020790	chr7	134158376	134159895	Zm00001d020790	+	chr7	134158376	134159895	Zm00001eb315610	Zm00001eb315610	+	1519
Zm00001d037264	chr6	125420425	125427325	Zm00001d037264	+	chr6	125420425	125427325	Zm00001eb279990	Zm00001eb279990	+	6900
Zm00001d031817	chr1	204763659	204773826	Zm00001d031817	+	chr1	204763659	204773826	Zm00001eb038310	Zm00001eb038310	+	10167
Zm00001d050741	chr4	121448502	121454928	Zm00001d050741	-	chr4	121448502	121454928	Zm00001eb182000	Zm00001eb182000	-	6426
Zm00001d003082	chr2	31566198	31571185	Zm00001d003082	+	chr2	31568456	31569739	Zm00001eb077850	Zm00001eb077850	+	1283
Zm00001d020789	chr7	134097108	134098304	Zm00001d020789	-	chr7	134097108	134098322	Zm00001eb315600	Zm00001eb315600	-	1196
Zm00001d034531	chr1	297290099	297299068	Zm00001d034531	+	chr1	297290099	297299068	Zm00001eb061570	Zm00001eb061570	+	8969
Zm00001d003041	chr2	30205711	30206112	Zm00001d003041	-	chr2	30205711	30206112	Zm00001eb077470	Zm00001eb077470	-	401
Zm00001d015400	chr5	88202265	88207436	Zm00001d015400	+	chr5	88202265	88207436	Zm00001eb233280	Zm00001eb233280	+	5171
Zm00001d033363	chr1	262300841	262301623	Zm00001d033363	+	chr1	262300841	262305260	Zm00001eb051750	Zm00001eb051750	+	782
Zm00001d010803	chr8	128112663	128113235	Zm00001d010803	-	chr8	128112663	128113235	Zm00001eb353650	Zm00001eb353650	-	572
Zm00001d043270	chr3	196070115	196078287	Zm00001d043270	+	chr3	196070115	196073234	Zm00001eb151460	Zm00001eb151460	+	3119
Zm00001d007802	chr2	239216343	239219385	Zm00001d007802	-	chr2	239216343	239219385	Zm00001eb116770	Zm00001eb116770	-	3042
Zm00001d029408	chr1	68559976	68562395	Zm00001d029408	+	chr1	68559976	68562395	Zm00001eb019130	Zm00001eb019130	+	2419
Zm00001d036454	chr6	95632934	95639845	Zm00001d036454	+	chr6	95632934	95639753	Zm00001eb272770	Zm00001eb272770	+	6819
Zm00001d029910	chr1	92885414	92890040	Zm00001d029910	+	chr1	92885414	92890040	Zm00001eb023450	Zm00001eb023450	+	4626
Zm00001d019279	chr7	25113661	25116094	Zm00001d019279	+	chr7	25113661	25116094	Zm00001eb304250	Zm00001eb304250	+	2433
Zm00001d007799	chr2	239193940	239196692	Zm00001d007799	-	chr2	239193940	239196692	Zm00001eb116730	Zm00001eb116730	-	2752
Zm00001d051333	chr4	156735962	156736625	Zm00001d051333	-	chr4	156735962	156736625	Zm00001eb186300	Zm00001eb186300	-	663
Zm00001d045894	chr9	48114519	48118300	Zm00001d045894	+	chr9	48114519	48118300	Zm00001eb381720	Zm00001eb381720	+	3781
Zm00001d007940	chr2	242701645	242702680	Zm00001d007940	+	chr2	242701645	242702680	Zm00001eb118210	Zm00001eb118210	+	1035
Zm00001d031071	chr1	178102902	178104353	Zm00001d031071	-	chr1	178102902	178104353	Zm00001eb031790	Zm00001eb031790	-	1451
Zm00001d045480	chr9	25961269	25973610	Zm00001d045480	+	chr9	25961269	25973763	Zm00001eb378330	Zm00001eb378330	+	12341
Zm00001d010672	chr8	123532306	123533049	Zm00001d010672	-	chr8	123532306	123534627	Zm00001eb352550	Zm00001eb352550	-	743
Zm00001d045103	chr9	14461915	14462480	Zm00001d045103	+	chr9	14461915	14472924	Zm00001eb374660	Zm00001eb374660	+	565
Zm00001d020170	chr7	98547227	98550695	Zm00001d020170	+	chr7	98547227	98550695	Zm00001eb310450	Zm00001eb310450	+	3468
Zm00001d009903	chr8	88681975	88691281	Zm00001d009903	-	chr8	88681975	88691281	Zm00001eb346550	Zm00001eb346550	-	9306
Zm00001d014436	chr5	46975737	46980579	Zm00001d014436	+	chr5	46975737	46980579	Zm00001eb225010	Zm00001eb225010	+	4842
Zm00001d012832	chr5	1229192	1230355	Zm00001d012832	-	chr5	1229192	1230327	Zm00001eb210610	Zm00001eb210610	-	1135
Zm00001d033054	chr1	250776941	250781637	Zm00001d033054	-	chr1	250776941	250781412	Zm00001eb048800	Zm00001eb048800	-	4471
Zm00001d007941	chr2	242697607	242699343	Zm00001d007941	+	.	-1	-1	.	-1	.	0
Zm00001d007508	chr2	232914196	232918483	Zm00001d007508	+	chr2	232914196	232918483	Zm00001eb114320	Zm00001eb114320	+	4287
Zm00001d021050	chr7	142551349	142555122	Zm00001d021050	-	chr7	142551352	142555122	Zm00001eb317710	Zm00001eb317710	-	3770
Zm00001d040196	chr3	32203876	32205155	Zm00001d040196	+	chr3	32203876	32205155	Zm00001eb126960	Zm00001eb126960	+	1279
Zm00001d011840	chr8	163872620	163873594	Zm00001d011840	-	chr8	163872534	163873612	Zm00001eb362710	Zm00001eb362710	-	974
Zm00001d018151	chr5	218116701	218134530	Zm00001d018151	-	chr5	218116701	218134530	Zm00001eb255780	Zm00001eb255780	-	17829
Zm00001d029762	chr1	85308397	85312155	Zm00001d029762	+	chr1	85308397	85312155	Zm00001eb022230	Zm00001eb022230	+	3758
Zm00001d040201	chr3	32222492	32224477	Zm00001d040201	-	chr3	32222492	32224477	Zm00001eb126980	Zm00001eb126980	-	1985
Zm00001d047711	chr9	143235045	143235527	Zm00001d047711	-	chr9	143235045	143235527	Zm00001eb396810	Zm00001eb396810	-	482
Zm00001d042813	chr3	183207453	183209953	Zm00001d042813	+	chr3	183207453	183209992	Zm00001eb147550	Zm00001eb147550	+	2500
Zm00001d047712	chr9	143236837	143239345	Zm00001d047712	-	chr9	143236837	143239345	Zm00001eb396820	Zm00001eb396820	-	2508
Zm00001d021891	chr7	169092683	169095758	Zm00001d021891	+	chr7	169092683	169095758	Zm00001eb325230	Zm00001eb325230	+	3075
Zm00001d003127	chr2	33207739	33208729	Zm00001d003127	-	chr2	33207739	33208729	Zm00001eb078210	Zm00001eb078210	-	990
Zm00001d047713	chr9	143241919	143245459	Zm00001d047713	-	chr9	143241919	143245459	Zm00001eb396830	Zm00001eb396830	-	3540
Zm00001d019352	chr7	29159695	29161264	Zm00001d019352	-	chr7	29159695	29160328	Zm00001eb304810	Zm00001eb304810	-	633
Zm00001d031072	chr1	178105810	178110570	Zm00001d031072	-	chr1	178105810	178110570	Zm00001eb031800	Zm00001eb031800	-	4760
Zm00001d010911	chr8	132934962	132935897	Zm00001d010911	+	chr8	132934962	132935897	Zm00001eb354540	Zm00001eb354540	+	935
Zm00001d052888	chr4	205297772	205313388	Zm00001d052888	+	chr4	205297772	205313388	Zm00001eb199820	Zm00001eb199820	+	15616
Zm00001d008666	chr8	16440141	16449149	Zm00001d008666	-	chr8	16443187	16449149	Zm00001eb336280	Zm00001eb336280	-	5962
Zm00001d010043	chr8	96602735	96605772	Zm00001d010043	-	chr8	96600715	96630611	Zm00001eb347570	Zm00001eb347570	-	3037
Zm00001d010044	chr8	96627901	96630400	Zm00001d010044	-	chr8	96600715	96630611	Zm00001eb347570	Zm00001eb347570	-	2499
Zm00001d012831	chr5	1225601	1228327	Zm00001d012831	+	chr5	1225601	1228327	Zm00001eb210600	Zm00001eb210600	+	2726
Zm00001d008794	chr8	20464722	20466611	Zm00001d008794	-	chr8	20464722	20466611	Zm00001eb337290	Zm00001eb337290	-	1889
Zm00001d047852	chr9	146909473	146911071	Zm00001d047852	+	chr9	146909638	146911071	Zm00001eb398010	Zm00001eb398010	+	1433
Zm00001d029763	chr1	85314724	85315425	Zm00001d029763	-	chr1	85314649	85315425	Zm00001eb022240	Zm00001eb022240	-	701
Zm00001d012830	chr5	1222268	1224277	Zm00001d012830	+	chr5	1222268	1224277	Zm00001eb210590	Zm00001eb210590	+	2009
Zm00001d052859	chr4	204537273	204565193	Zm00001d052859	-	chr4	204537273	204565193	Zm00001eb199620	Zm00001eb199620	-	27920
Zm00001d039613	chr3	9779749	9781868	Zm00001d039613	-	chr3	9779749	9781868	Zm00001eb122280	Zm00001eb122280	-	2119
Zm00001d047854	chr9	146959865	146968504	Zm00001d047854	+	chr9	146960145	146968504	Zm00001eb398050	Zm00001eb398050	+	8359
Zm00001d033168	chr1	254732381	254738502	Zm00001d033168	-	chr1	254732381	254738502	Zm00001eb049910	Zm00001eb049910	-	6121
Zm00001d014275	chr5	39117452	39137851	Zm00001d014275	+	chr5	39117254	39137851	Zm00001eb223840	Zm00001eb223840	+	20399
Zm00001d024857	chr10	92603893	92608521	Zm00001d024857	+	chr10	92603893	92608521	Zm00001eb418170	Zm00001eb418170	+	4628
Zm00001d030230	chr1	113779584	113787010	Zm00001d030230	-	chr1	113779584	113787010	Zm00001eb025840	Zm00001eb025840	-	7426
Zm00001d039299	chr3	2098031	2098583	Zm00001d039299	+	chr3	2098031	2098583	Zm00001eb119260	Zm00001eb119260	+	552
Zm00001d039614	chr3	9783539	9787961	Zm00001d039614	-	chr3	9783539	9787961	Zm00001eb122290	Zm00001eb122290	-	4422
Zm00001d031638	chr1	199030990	199033468	Zm00001d031638	+	chr1	199031056	199033468	Zm00001eb036770	Zm00001eb036770	+	2412
Zm00001d012827	chr5	1212273	1215251	Zm00001d012827	+	chr5	1212273	1215251	Zm00001eb210570	Zm00001eb210570	+	2978
Zm00001d031637	chr1	199016750	199018902	Zm00001d031637	-	chr1	199016750	199018902	Zm00001eb036760	Zm00001eb036760	-	2152
Zm00001d042814	chr3	183241515	183243158	Zm00001d042814	-	chr3	183241515	183243158	Zm00001eb147560	Zm00001eb147560	-	1643
Zm00001d007509	chr2	232919596	232921173	Zm00001d007509	+	chr2	232919596	232921173	Zm00001eb114330	Zm00001eb114330	+	1577
Zm00001d012826	chr5	1206513	1209128	Zm00001d012826	+	chr5	1206516	1209128	Zm00001eb210560	Zm00001eb210560	+	2612
Zm00001d043835	chr3	213278406	213325043	Zm00001d043835	+	chr3	213278406	213325043	Zm00001eb156510	Zm00001eb156510	+	46637
Zm00001d029483	chr1	71866761	71869341	Zm00001d029483	+	chr1	71866529	71869087	Zm00001eb019730	Zm00001eb019730	+	2326
Zm00001d041006	chr3	91136504	91137435	Zm00001d041006	+	chr3	91136455	91137435	Zm00001eb132790	Zm00001eb132790	+	931
Zm00001d034039	chr1	283716851	283718003	Zm00001d034039	-	chr1	283716851	283718003	Zm00001eb057500	Zm00001eb057500	-	1152
Zm00001d029133	chr1	59144113	59169727	Zm00001d029133	+	chr1	59144113	59169727	Zm00001eb016670	Zm00001eb016670	+	25614
Zm00001d045544	chr9	27938958	27943283	Zm00001d045544	+	chr9	27939315	27943283	Zm00001eb378930	Zm00001eb378930	+	3968
Zm00001d034888	chr1	306267803	306272989	Zm00001d034888	+	chr1	306267803	306272989	Zm00001eb064880	Zm00001eb064880	+	5186
Zm00001d018405	chr5	222578424	222581235	Zm00001d018405	-	chr5	222578424	222581235	Zm00001eb258110	Zm00001eb258110	-	2811
Zm00001d039300	chr3	2105551	2110087	Zm00001d039300	+	chr3	2105551	2110087	Zm00001eb119270	Zm00001eb119270	+	4536
Zm00001d031418	chr1	191510212	191512143	Zm00001d031418	+	chr1	191510212	191512111	Zm00001eb034710	Zm00001eb034710	+	1899
Zm00001d005769	chr2	186946850	186952568	Zm00001d005769	-	chr2	186946619	186952568	Zm00001eb099640	Zm00001eb099640	-	5718
Zm00001d039568	chr3	8827127	8831039	Zm00001d039568	-	chr3	8827127	8831039	Zm00001eb121920	Zm00001eb121920	-	3912
Zm00001d033511	chr1	267072416	267075906	Zm00001d033511	-	chr1	267072416	267075906	Zm00001eb053020	Zm00001eb053020	-	3490
Zm00001d018404	chr5	222574085	222577157	Zm00001d018404	+	chr5	222574085	222577157	Zm00001eb258100	Zm00001eb258100	+	3072
Zm00001d012825	chr5	1203467	1206201	Zm00001d012825	-	chr5	1203380	1206201	Zm00001eb210550	Zm00001eb210550	-	2734
Zm00001d009271	chr8	49958473	49963116	Zm00001d009271	-	chr8	49958063	49963116	Zm00001eb341390	Zm00001eb341390	-	4643
Zm00001d011051	chr8	137060660	137062962	Zm00001d011051	-	chr8	137060660	137062962	Zm00001eb355670	Zm00001eb355670	-	2302
Zm00001d043751	chr3	211093494	211094627	Zm00001d043751	+	chr3	211093494	211094627	Zm00001eb155790	Zm00001eb155790	+	1133
Zm00001d017008	chr5	181850569	181851054	Zm00001d017008	-	chr5	181850569	181851197	Zm00001eb245460	Zm00001eb245460	-	485
Zm00001d018208	chr5	219146427	219147437	Zm00001d018208	-	chr5	219146427	219147494	Zm00001eb256290	Zm00001eb256290	-	1010
Zm00001d003418	chr2	43755305	43756045	Zm00001d003418	-	chr2	43755305	43756045	Zm00001eb080730	Zm00001eb080730	-	740
Zm00001d020926	chr7	137993048	137993539	Zm00001d020926	+	.	-1	-1	.	-1	.	0
Zm00001d021716	chr7	164820923	164824108	Zm00001d021716	-	chr7	164820923	164824108	Zm00001eb323580	Zm00001eb323580	-	3185
Zm00001d005297	chr2	168004015	168012034	Zm00001d005297	+	chr2	168004015	168012034	Zm00001eb095640	Zm00001eb095640	+	8019
Zm00001d005267	chr2	166184812	166185302	Zm00001d005267	-	chr2	166184964	166185695	Zm00001eb095470	Zm00001eb095470	-	338
Zm00001d046993	chr9	116157989	116158273	Zm00001d046993	+	chr9	116157989	116158273	Zm00001eb390170	Zm00001eb390170	+	284
Zm00001d005266	chr2	166180626	166184342	Zm00001d005266	+	chr2	166182368	166182888	Zm00001eb095460	Zm00001eb095460	+	520
Zm00001d023800	chr10	21822411	21823367	Zm00001d023800	-	chr10	21822411	21823367	Zm00001eb409910	Zm00001eb409910	-	956
Zm00001d051516	chr4	162883585	162885213	Zm00001d051516	-	chr4	162883585	162885213	Zm00001eb187770	Zm00001eb187770	-	1628
Zm00001d002274	chr2	9537313	9540550	Zm00001d002274	-	chr2	9537313	9540550	Zm00001eb070390	Zm00001eb070390	-	3237
Zm00001d002737	chr2	21074461	21078228	Zm00001d002737	+	chr2	21074623	21078228	Zm00001eb074650	Zm00001eb074650	+	3605
Zm00001d029595	chr1	77561487	77563420	Zm00001d029595	+	chr1	77561487	77563420	Zm00001eb020690	Zm00001eb020690	+	1933
Zm00001d018209	chr5	219147989	219150158	Zm00001d018209	-	chr5	219147989	219150152	Zm00001eb256300	Zm00001eb256300	-	2163
Zm00001d039565	chr3	8816048	8816682	Zm00001d039565	-	chr3	8816048	8816682	Zm00001eb121890	Zm00001eb121890	-	634
Zm00001d042355	chr3	163551406	163556821	Zm00001d042355	-	chr3	163551406	163556821	Zm00001eb143370	Zm00001eb143370	-	5415
Zm00001d031532	chr1	195235871	195242368	Zm00001d031532	+	chr1	195235871	195242368	Zm00001eb035730	Zm00001eb035730	+	6497
Zm00001d012822	chr5	1191674	1196767	Zm00001d012822	+	chr5	1191674	1196767	Zm00001eb210520	Zm00001eb210520	+	5093
Zm00001d036079	chr6	77509489	77511869	Zm00001d036079	+	chr6	77509489	77511866	Zm00001eb270000	Zm00001eb270000	+	2377
Zm00001d034870	chr1	305820256	305821960	Zm00001d034870	-	chr1	305820629	305821960	Zm00001eb064700	Zm00001eb064700	-	1331
Zm00001d002275	chr2	9566685	9578502	Zm00001d002275	+	chr2	9566685	9578502	Zm00001eb070400	Zm00001eb070400	+	11817
Zm00001d009930	chr8	90317647	90338286	Zm00001d009930	-	chr8	90317647	90338286	Zm00001eb346810	Zm00001eb346810	-	20639
Zm00001d051478	chr4	161801884	161802195	Zm00001d051478	-	chr4	161801884	161802195	Zm00001eb187430	Zm00001eb187430	-	311
Zm00001d001827	chr2	1817277	1821508	Zm00001d001827	+	chr2	1817277	1821508	Zm00001eb066140	Zm00001eb066140	+	4231
Zm00001d011120	chr8	139069590	139071538	Zm00001d011120	+	.	-1	-1	.	-1	.	0
Zm00001d037165	chr6	121543514	121544233	Zm00001d037165	+	chr6	121543306	121544304	Zm00001eb279090	Zm00001eb279090	+	719
Zm00001d010248	chr8	105802899	105805638	Zm00001d010248	+	chr8	105802899	105805621	Zm00001eb349200	Zm00001eb349200	+	2722
Zm00001d016542	chr5	166094934	166097405	Zm00001d016542	+	chr5	166094934	166097405	Zm00001eb241500	Zm00001eb241500	+	2471
Zm00001d053697	chr4	242719185	242742250	Zm00001d053697	-	chr4	242719185	242742250	Zm00001eb206240	Zm00001eb206240	-	23065
Zm00001d002276	chr2	9579514	9579993	Zm00001d002276	+	.	-1	-1	.	-1	.	0
Zm00001d001826	chr2	1814771	1815712	Zm00001d001826	-	chr2	1814848	1815423	Zm00001eb066130	Zm00001eb066130	-	575
Zm00001d047482	chr9	135270958	135275376	Zm00001d047482	+	chr9	135270958	135275376	Zm00001eb394760	Zm00001eb394760	+	4418
Zm00001d047483	chr9	135319504	135321743	Zm00001d047483	+	chr9	135319504	135321743	Zm00001eb394770	Zm00001eb394770	+	2239
Zm00001d011049	chr8	137052867	137055576	Zm00001d011049	-	chr8	137052867	137055576	Zm00001eb355650	Zm00001eb355650	-	2709
Zm00001d052173	chr4	183727247	183727903	Zm00001d052173	+	chr4	183727247	183727903	Zm00001eb193720	Zm00001eb193720	+	656
Zm00001d052178	chr4	183749483	183751097	Zm00001d052178	-	chr4	183750681	183752657	Zm00001eb193770	Zm00001eb193770	-	416
Zm00001d003869	chr2	64584801	64585769	Zm00001d003869	+	chr2	64584801	64585769	Zm00001eb084710	Zm00001eb084710	+	968
Zm00001d023922	chr10	28099879	28102428	Zm00001d023922	+	chr10	28099879	28102428	Zm00001eb410890	Zm00001eb410890	+	2549
Zm00001d042966	chr3	187399208	187400642	Zm00001d042966	+	chr3	187399208	187400642	Zm00001eb148830	Zm00001eb148830	+	1434
Zm00001d010783	chr8	127400668	127402713	Zm00001d010783	-	chr8	127400668	127402713	Zm00001eb353450	Zm00001eb353450	-	2045
Zm00001d010490	chr8	117393832	117402670	Zm00001d010490	+	chr8	117393832	117402670	Zm00001eb350990	Zm00001eb350990	+	8838
Zm00001d052177	chr4	183748128	183748530	Zm00001d052177	+	chr4	183748128	183748586	Zm00001eb193760	Zm00001eb193760	+	402
Zm00001d032978	chr1	247474583	247479166	Zm00001d032978	+	chr1	247456811	247489648	Zm00001eb048210	Zm00001eb048210	+	4583
Zm00001d052020	chr4	178694020	178695261	Zm00001d052020	-	chr4	178694020	178695360	Zm00001eb192260	Zm00001eb192260	-	1241
Zm00001d014732	chr5	61108072	61109930	Zm00001d014732	+	chr5	61108072	61109930	Zm00001eb227460	Zm00001eb227460	+	1858
Zm00001d047518	chr9	136787869	136813756	Zm00001d047518	-	chr9	136787869	136813756	Zm00001eb395090	Zm00001eb395090	-	25887
Zm00001d029328	chr1	65382575	65384852	Zm00001d029328	-	chr1	65382575	65384852	Zm00001eb018350	Zm00001eb018350	-	2277
Zm00001d025062	chr10	103934545	103937357	Zm00001d025062	-	chr10	103934545	103937357	Zm00001eb419950	Zm00001eb419950	-	2812
Zm00001d052174	chr4	183736117	183737377	Zm00001d052174	-	chr4	183736117	183737377	Zm00001eb193730	Zm00001eb193730	-	1260
Zm00001d032024	chr1	211534996	211535941	Zm00001d032024	+	chr1	211534996	211535941	Zm00001eb040070	Zm00001eb040070	+	945
Zm00001d026511	chr10	148826656	148843115	Zm00001d026511	-	chr10	148826656	148843115	Zm00001eb432730	Zm00001eb432730	-	16459
Zm00001d029597	chr1	77592013	77603147	Zm00001d029597	+	chr1	77592013	77603147	Zm00001eb020710	Zm00001eb020710	+	11134
Zm00001d041759	chr3	137128330	137138541	Zm00001d041759	+	chr3	137128330	137138541	Zm00001eb138210	Zm00001eb138210	+	10211
Zm00001d016470	chr5	162987318	162988442	Zm00001d016470	+	chr5	162987318	162988442	Zm00001eb240900	Zm00001eb240900	+	1124
Zm00001d041758	chr3	137073519	137076634	Zm00001d041758	-	chr3	137073519	137076634	Zm00001eb138200	Zm00001eb138200	-	3115
Zm00001d016604	chr5	169109109	169112262	Zm00001d016604	-	chr5	169109109	169112527	Zm00001eb242030	Zm00001eb242030	-	3153
Zm00001d040735	chr3	61343343	61346572	Zm00001d040735	+	chr3	61343343	61346572	Zm00001eb131170	Zm00001eb131170	+	3229
Zm00001d021510	chr7	155756059	155757037	Zm00001d021510	-	chr7	155753712	155759894	Zm00001eb321590	Zm00001eb321590	-	978
Zm00001d042245	chr3	158087296	158087822	Zm00001d042245	-	chr3	158087296	158088311	Zm00001eb142400	Zm00001eb142400	-	526
Zm00001d038022	chr6	152466378	152469943	Zm00001d038022	-	chr6	152466378	152469943	Zm00001eb286480	Zm00001eb286480	-	3565
Zm00001d009404	chr8	63383790	63385460	Zm00001d009404	+	chr8	63383790	63385460	Zm00001eb342320	Zm00001eb342320	+	1670
Zm00001d025008	chr10	101129194	101130321	Zm00001d025008	-	chr10	101129194	101130321	Zm00001eb419470	Zm00001eb419470	-	1127
Zm00001d021511	chr7	155760577	155761935	Zm00001d021511	+	chr7	155760577	155761935	Zm00001eb321600	Zm00001eb321600	+	1358
Zm00001d041757	chr3	137067936	137070750	Zm00001d041757	+	chr3	137067936	137070750	Zm00001eb138190	Zm00001eb138190	+	2814
Zm00001d038021	chr6	152445076	152447813	Zm00001d038021	-	chr6	152445076	152447786	Zm00001eb286470	Zm00001eb286470	-	2710
Zm00001d028924	chr1	51185057	51185909	Zm00001d028924	+	chr1	51184835	51185906	Zm00001eb015070	Zm00001eb015070	+	849
Zm00001d051431	chr4	160180872	160185307	Zm00001d051431	-	chr4	160180872	160185029	Zm00001eb187070	Zm00001eb187070	-	4157
Zm00001d001848	chr2	2088399	2115857	Zm00001d001848	-	chr2	2088399	2115857	Zm00001eb066370	Zm00001eb066370	-	27458
Zm00001d004136	chr2	86018266	86026866	Zm00001d004136	+	chr2	86018266	86026866	Zm00001eb086680	Zm00001eb086680	+	8600
Zm00001d049933	chr4	54176020	54177167	Zm00001d049933	-	chr4	54176020	54177321	Zm00001eb176000	Zm00001eb176000	-	1147
Zm00001d005347	chr2	170092027	170096426	Zm00001d005347	-	chr2	170092027	170096426	Zm00001eb096070	Zm00001eb096070	-	4399
Zm00001d013683	chr5	17431449	17443595	Zm00001d013683	-	chr5	17431449	17443595	Zm00001eb218650	Zm00001eb218650	-	12146
Zm00001d038269	chr6	159878500	159880482	Zm00001d038269	-	chr6	159878500	159880482	Zm00001eb288720	Zm00001eb288720	-	1982
Zm00001d001847	chr2	2081831	2087360	Zm00001d001847	+	chr2	2081831	2087360	Zm00001eb066360	Zm00001eb066360	+	5529
Zm00001d028926	chr1	51213199	51222935	Zm00001d028926	-	chr1	51213630	51218732	Zm00001eb015090	Zm00001eb015090	-	5102
Zm00001d014734	chr5	61130383	61131410	Zm00001d014734	-	chr5	61130383	61131465	Zm00001eb227480	Zm00001eb227480	-	1027
Zm00001d046281	chr9	80113210	80114004	Zm00001d046281	+	chr9	80113210	80114004	Zm00001eb384670	Zm00001eb384670	+	794
Zm00001d045580	chr9	29140554	29142662	Zm00001d045580	-	chr9	29140554	29142662	Zm00001eb379290	Zm00001eb379290	-	2108
Zm00001d012281	chr8	173118871	173119623	Zm00001d012281	+	chr8	173118871	173119623	Zm00001eb366760	Zm00001eb366760	+	752
Zm00001d051924	chr4	176792118	176805476	Zm00001d051924	+	chr4	176791906	176805476	Zm00001eb191500	Zm00001eb191500	+	13358
Zm00001d049939	chr4	54484256	54486890	Zm00001d049939	-	chr4	54484256	54486890	Zm00001eb176040	Zm00001eb176040	-	2634
Zm00001d043229	chr3	194713535	194714879	Zm00001d043229	+	chr3	194713535	194714876	Zm00001eb151110	Zm00001eb151110	+	1341
Zm00001d012282	chr8	173126002	173126745	Zm00001d012282	+	chr8	173126002	173126745	Zm00001eb366770	Zm00001eb366770	+	743
Zm00001d038076	chr6	154036168	154040635	Zm00001d038076	-	chr6	154036168	154040635	Zm00001eb287010	Zm00001eb287010	-	4467
Zm00001d017859	chr5	211660452	211663879	Zm00001d017859	+	chr5	211660452	211663910	Zm00001eb252880	Zm00001eb252880	+	3427
