v4geneID	Chromosome	Start	Stop	v4geneID.1	X..	v5chromosome	v5start	v5stop	v5geneID	v5geneID.1	v5..	v5length
Zm00001d029717	chr1	82982439	82982981	Zm00001d029717	-	.	-1	-1	.	-1	.	0
Zm00001d029720	chr1	83213680	83214278	Zm00001d029720	-	chr1	83213634	83214278	Zm00001eb021830	Zm00001eb021830	-	598
Zm00001d029721	chr1	83215063	83217770	Zm00001d029721	-	chr1	83215063	83217770	Zm00001eb021840	Zm00001eb021840	-	2707
Zm00001d029722	chr1	83316924	83322269	Zm00001d029722	+	chr1	83316436	83317637	Zm00001eb021850	Zm00001eb021850	+	713
Zm00001d029741	chr1	84044037	84044894	Zm00001d029741	-	chr1	84044037	84046930	Zm00001eb022010	Zm00001eb022010	-	857
Zm00001d029743	chr1	84172709	84174067	Zm00001d029743	+	chr1	84170395	84174207	Zm00001eb022020	Zm00001eb022020	+	1358
Zm00001d029755	chr1	84951630	84953332	Zm00001d029755	-	.	-1	-1	.	-1	.	0
Zm00001d029756	chr1	84955917	84957086	Zm00001d029756	+	.	-1	-1	.	-1	.	0
Zm00001d029757	chr1	84959376	84960383	Zm00001d029757	-	chr1	84959376	84960383	Zm00001eb022160	Zm00001eb022160	-	1007
Zm00001d029761	chr1	85240812	85243310	Zm00001d029761	+	chr1	85240863	85242827	Zm00001eb022220	Zm00001eb022220	+	1964
Zm00001d029771	chr1	85508010	85509476	Zm00001d029771	-	chr1	85508256	85508654	Zm00001eb022320	Zm00001eb022320	-	398
Zm00001d029776	chr1	85638611	85641098	Zm00001d029776	-	chr1	85638603	85641098	Zm00001eb022360	Zm00001eb022360	-	2487
Zm00001d029777	chr1	85658607	85659614	Zm00001d029777	+	chr1	85658607	85659614	Zm00001eb022380	Zm00001eb022380	+	1007
Zm00001d029784	chr1	85923306	85924247	Zm00001d029784	+	.	-1	-1	.	-1	.	0
Zm00001d029787	chr1	85963251	85963385	Zm00001d029787	+	.	-1	-1	.	-1	.	0
Zm00001d029794	chr1	86493486	86494342	Zm00001d029794	+	chr1	86493486	86494342	Zm00001eb022500	Zm00001eb022500	+	856
Zm00001d029797	chr1	86630273	86631204	Zm00001d029797	-	chr1	86629929	86631204	Zm00001eb022520	Zm00001eb022520	-	931
Zm00001d029801	chr1	86657595	86658784	Zm00001d029801	-	chr1	86657595	86658784	Zm00001eb022570	Zm00001eb022570	-	1189
Zm00001d029804	chr1	86845904	86850066	Zm00001d029804	+	.	-1	-1	.	-1	.	0
Zm00001d029807	chr1	86978724	86980627	Zm00001d029807	+	chr1	86978724	86980627	Zm00001eb022640	Zm00001eb022640	+	1903
Zm00001d029814	chr1	87384989	87386121	Zm00001d029814	+	chr1	87384989	87386121	Zm00001eb022710	Zm00001eb022710	+	1132
Zm00001d029815	chr1	87460603	87461382	Zm00001d029815	+	chr1	87460603	87461382	Zm00001eb022720	Zm00001eb022720	+	779
Zm00001d029820	chr1	87655928	87656338	Zm00001d029820	-	chr1	87652068	87656338	Zm00001eb022750	Zm00001eb022750	-	410
Zm00001d029829	chr1	88345706	88351202	Zm00001d029829	+	chr1	88345706	88350114	Zm00001eb022810	Zm00001eb022810	+	4408
Zm00001d029834	chr1	88660865	88661169	Zm00001d029834	-	chr1	88593840	88662212	Zm00001eb022840	Zm00001eb022840	-	304
Zm00001d029836	chr1	88669304	88669632	Zm00001d029836	+	.	-1	-1	.	-1	.	0
Zm00001d029837	chr1	88671028	88671641	Zm00001d029837	+	.	-1	-1	.	-1	.	0
Zm00001d029838	chr1	88672256	88672582	Zm00001d029838	+	.	-1	-1	.	-1	.	0
Zm00001d029840	chr1	88775551	88777445	Zm00001d029840	+	chr1	88775551	88777445	Zm00001eb022870	Zm00001eb022870	+	1894
Zm00001d029841	chr1	88806041	88807868	Zm00001d029841	-	chr1	88806983	88807524	Zm00001eb022880	Zm00001eb022880	-	541
Zm00001d029842	chr1	88831451	88833661	Zm00001d029842	-	chr1	88831451	88833661	Zm00001eb022890	Zm00001eb022890	-	2210
Zm00001d029850	chr1	89146733	89148985	Zm00001d029850	-	chr1	89146733	89148985	Zm00001eb022950	Zm00001eb022950	-	2252
Zm00001d029856	chr1	89661749	89673843	Zm00001d029856	+	chr1	89661749	89673843	Zm00001eb023020	Zm00001eb023020	+	12094
Zm00001d029861	chr1	90096060	90104107	Zm00001d029861	-	chr1	90096060	90104152	Zm00001eb023090	Zm00001eb023090	-	8047
Zm00001d029885	chr1	91376475	91378315	Zm00001d029885	+	chr1	91376475	91378315	Zm00001eb023220	Zm00001eb023220	+	1840
Zm00001d029886	chr1	91381115	91382898	Zm00001d029886	-	chr1	91381115	91382898	Zm00001eb023230	Zm00001eb023230	-	1783
Zm00001d029893	chr1	91945003	91946077	Zm00001d029893	+	chr1	91943199	91945131	Zm00001eb023310	Zm00001eb023310	+	128
Zm00001d029895	chr1	92007124	92008520	Zm00001d029895	+	chr1	92007659	92009937	Zm00001eb023320	Zm00001eb023320	+	861
Zm00001d029901	chr1	92442084	92445033	Zm00001d029901	-	chr1	92443657	92445033	Zm00001eb023380	Zm00001eb023380	-	1376
Zm00001d029903	chr1	92565655	92566869	Zm00001d029903	+	chr1	92565655	92566869	Zm00001eb023400	Zm00001eb023400	+	1214
Zm00001d029907	chr1	92748286	92749247	Zm00001d029907	+	chr1	92748286	92749244	Zm00001eb023430	Zm00001eb023430	+	958
Zm00001d029908	chr1	92819752	92836661	Zm00001d029908	-	.	-1	-1	.	-1	.	0
Zm00001d029913	chr1	92988169	92989159	Zm00001d029913	+	chr1	92988169	92989218	Zm00001eb023460	Zm00001eb023460	+	990
Zm00001d029916	chr1	93319558	93321890	Zm00001d029916	+	.	-1	-1	.	-1	.	0
Zm00001d029940	chr1	94909188	94909913	Zm00001d029940	-	chr1	94909188	94909913	Zm00001eb023680	Zm00001eb023680	-	725
Zm00001d029947	chr1	95222031	95222951	Zm00001d029947	+	chr1	95222031	95222951	Zm00001eb023700	Zm00001eb023700	+	920
Zm00001d029963	chr1	95697461	95698905	Zm00001d029963	+	chr1	95697461	95698905	Zm00001eb023780	Zm00001eb023780	+	1444
Zm00001d029991	chr1	97008587	97009694	Zm00001d029991	+	chr1	97008573	97010294	Zm00001eb023980	Zm00001eb023980	+	1107
Zm00001d029994	chr1	97350217	97351960	Zm00001d029994	+	chr1	97350217	97351199	Zm00001eb024000	Zm00001eb024000	+	982
Zm00001d029999	chr1	97511293	97512882	Zm00001d029999	-	chr1	97511293	97512882	Zm00001eb024070	Zm00001eb024070	-	1589
Zm00001d030007	chr1	98012033	98014578	Zm00001d030007	+	chr1	98012033	98014578	Zm00001eb024150	Zm00001eb024150	+	2545
Zm00001d030017	chr1	98942537	98943000	Zm00001d030017	+	chr1	98910433	98943000	Zm00001eb024250	Zm00001eb024250	+	463
Zm00001d030023	chr1	99500584	99502051	Zm00001d030023	+	chr1	99500584	99502051	Zm00001eb024300	Zm00001eb024300	+	1467
Zm00001d030034	chr1	100272981	100274205	Zm00001d030034	+	.	-1	-1	.	-1	.	0
Zm00001d030037	chr1	100470519	100474147	Zm00001d030037	+	chr1	100470444	100474163	Zm00001eb024430	Zm00001eb024430	+	3628
Zm00001d030068	chr1	102293551	102295726	Zm00001d030068	+	chr1	102293683	102295726	Zm00001eb024670	Zm00001eb024670	+	2043
Zm00001d030076	chr1	102992019	102992667	Zm00001d030076	+	chr1	102992019	102992641	Zm00001eb024710	Zm00001eb024710	+	622
Zm00001d030086	chr1	103508380	103509225	Zm00001d030086	-	chr1	103508380	103509225	Zm00001eb024820	Zm00001eb024820	-	845
Zm00001d030095	chr1	104575933	104579467	Zm00001d030095	+	chr1	104575933	104579467	Zm00001eb024910	Zm00001eb024910	+	3534
Zm00001d030096	chr1	104610031	104611308	Zm00001d030096	+	.	-1	-1	.	-1	.	0
Zm00001d030099	chr1	104727866	104728770	Zm00001d030099	+	.	-1	-1	.	-1	.	0
Zm00001d030114	chr1	105921121	105923092	Zm00001d030114	-	chr1	105888231	105923092	Zm00001eb025050	Zm00001eb025050	-	1971
Zm00001d030121	chr1	106261999	106265737	Zm00001d030121	+	chr1	106261999	106265737	Zm00001eb025100	Zm00001eb025100	+	3738
Zm00001d030124	chr1	106541636	106541944	Zm00001d030124	+	chr1	106541636	106541944	Zm00001eb025120	Zm00001eb025120	+	308
Zm00001d030127	chr1	106844083	106846412	Zm00001d030127	-	chr1	106844083	106846412	Zm00001eb025140	Zm00001eb025140	-	2329
Zm00001d030129	chr1	106946890	106948086	Zm00001d030129	-	chr1	106946890	106948086	Zm00001eb025150	Zm00001eb025150	-	1196
Zm00001d030134	chr1	107442338	107450258	Zm00001d030134	+	.	-1	-1	.	-1	.	0
Zm00001d030158	chr1	108500048	108502048	Zm00001d030158	-	chr1	108500048	108503105	Zm00001eb025400	Zm00001eb025400	-	2000
Zm00001d030162	chr1	108794938	108796730	Zm00001d030162	+	chr1	108796358	108796730	Zm00001eb025440	Zm00001eb025440	+	372
Zm00001d030165	chr1	108991926	108992936	Zm00001d030165	-	chr1	108991926	108993104	Zm00001eb025490	Zm00001eb025490	-	1010
Zm00001d030179	chr1	109904621	109905999	Zm00001d030179	-	chr1	109904757	109905999	Zm00001eb025600	Zm00001eb025600	-	1242
Zm00001d030183	chr1	110247241	110253253	Zm00001d030183	+	chr1	110247331	110253109	Zm00001eb025630	Zm00001eb025630	+	5778
Zm00001d030193	chr1	111519732	111520814	Zm00001d030193	-	chr1	111517772	111520814	Zm00001eb025660	Zm00001eb025660	-	1082
Zm00001d030199	chr1	112107891	112109785	Zm00001d030199	+	chr1	112107891	112109785	Zm00001eb025690	Zm00001eb025690	+	1894
Zm00001d030212	chr1	112529451	112532166	Zm00001d030212	+	chr1	112529451	112532166	Zm00001eb025720	Zm00001eb025720	+	2715
Zm00001d030213	chr1	112564770	112568077	Zm00001d030213	+	chr1	112564770	112568077	Zm00001eb025730	Zm00001eb025730	+	3307
Zm00001d030214	chr1	112607419	112608894	Zm00001d030214	+	chr1	112607419	112608894	Zm00001eb025740	Zm00001eb025740	+	1475
Zm00001d030216	chr1	112743590	112747987	Zm00001d030216	+	.	-1	-1	.	-1	.	0
Zm00001d030222	chr1	113183002	113183806	Zm00001d030222	-	chr1	113183002	113183806	Zm00001eb025790	Zm00001eb025790	-	804
Zm00001d030227	chr1	113552480	113552515	Zm00001d030227	+	.	-1	-1	.	-1	.	0
Zm00001d030229	chr1	113620735	113621633	Zm00001d030229	+	chr1	113620735	113621633	Zm00001eb025830	Zm00001eb025830	+	898
Zm00001d030233	chr1	114200589	114202726	Zm00001d030233	-	chr1	114200589	114202726	Zm00001eb025860	Zm00001eb025860	-	2137
Zm00001d030235	chr1	114276624	114278611	Zm00001d030235	-	chr1	114276624	114278611	Zm00001eb025880	Zm00001eb025880	-	1987
Zm00001d030251	chr1	116874582	116875916	Zm00001d030251	+	chr1	116874498	116875916	Zm00001eb026100	Zm00001eb026100	+	1334
Zm00001d030255	chr1	117005726	117006072	Zm00001d030255	+	.	-1	-1	.	-1	.	0
Zm00001d030261	chr1	117279332	117279844	Zm00001d030261	+	chr1	117279332	117279844	Zm00001eb026130	Zm00001eb026130	+	512
Zm00001d030262	chr1	117308584	117309165	Zm00001d030262	+	chr1	117308584	117309165	Zm00001eb026140	Zm00001eb026140	+	581
Zm00001d030270	chr1	118155537	118178311	Zm00001d030270	-	chr1	118174025	118178311	Zm00001eb026240	Zm00001eb026240	-	4286
Zm00001d030280	chr1	118780784	118781813	Zm00001d030280	-	.	-1	-1	.	-1	.	0
Zm00001d030287	chr1	119706406	119710015	Zm00001d030287	-	.	-1	-1	.	-1	.	0
Zm00001d030296	chr1	120079409	120080691	Zm00001d030296	-	.	-1	-1	.	-1	.	0
Zm00001d030300	chr1	120747498	120748643	Zm00001d030300	-	chr1	120747273	120748013	Zm00001eb026410	Zm00001eb026410	-	515
Zm00001d030305	chr1	121219295	121220159	Zm00001d030305	+	chr1	121219295	121220159	Zm00001eb026460	Zm00001eb026460	+	864
Zm00001d030310	chr1	121466237	121469646	Zm00001d030310	-	chr1	121466237	121469646	Zm00001eb026490	Zm00001eb026490	-	3409
Zm00001d030312	chr1	121808117	121821194	Zm00001d030312	+	.	-1	-1	.	-1	.	0
Zm00001d030314	chr1	121828317	121829303	Zm00001d030314	-	chr1	121828317	121829303	Zm00001eb026500	Zm00001eb026500	-	986
Zm00001d030317	chr1	122090791	122091534	Zm00001d030317	-	chr1	122090791	122091534	Zm00001eb026540	Zm00001eb026540	-	743
Zm00001d030334	chr1	122996735	122997669	Zm00001d030334	+	.	-1	-1	.	-1	.	0
Zm00001d030339	chr1	123366786	123367337	Zm00001d030339	-	chr1	123366786	123367337	Zm00001eb026640	Zm00001eb026640	-	551
Zm00001d030345	chr1	123912710	123913472	Zm00001d030345	-	chr1	123912710	123913472	Zm00001eb026680	Zm00001eb026680	-	762
Zm00001d030346	chr1	124029659	124030445	Zm00001d030346	-	chr1	124029659	124030445	Zm00001eb026690	Zm00001eb026690	-	786
Zm00001d030347	chr1	124312420	124329666	Zm00001d030347	-	chr1	124312420	124329743	Zm00001eb026700	Zm00001eb026700	-	17246
Zm00001d030361	chr1	126016085	126017378	Zm00001d030361	+	chr1	126016085	126017888	Zm00001eb026840	Zm00001eb026840	+	1293
Zm00001d030364	chr1	126520816	126521638	Zm00001d030364	+	chr1	126520816	126521638	Zm00001eb026870	Zm00001eb026870	+	822
Zm00001d030368	chr1	126688721	126688992	Zm00001d030368	-	.	-1	-1	.	-1	.	0
Zm00001d030370	chr1	126722522	126723416	Zm00001d030370	+	.	-1	-1	.	-1	.	0
Zm00001d030381	chr1	127459840	127462207	Zm00001d030381	-	chr1	127444623	127462207	Zm00001eb026960	Zm00001eb026960	-	2367
Zm00001d030396	chr1	129098931	129100660	Zm00001d030396	-	chr1	129099716	129100660	Zm00001eb027080	Zm00001eb027080	-	944
Zm00001d030401	chr1	129611659	129611667	Zm00001d030401	-	chr1	129611313	129612687	Zm00001eb027130	Zm00001eb027130	-	8
Zm00001d030402	chr1	129760572	129762664	Zm00001d030402	+	chr1	129760572	129762456	Zm00001eb027140	Zm00001eb027140	+	1884
Zm00001d030406	chr1	129900801	129901533	Zm00001d030406	+	.	-1	-1	.	-1	.	0
Zm00001d030412	chr1	130238721	130241820	Zm00001d030412	+	chr1	130239341	130240506	Zm00001eb027210	Zm00001eb027210	+	1165
Zm00001d030426	chr1	131748462	131749728	Zm00001d030426	-	chr1	131748462	131751782	Zm00001eb027410	Zm00001eb027410	-	1266
Zm00001d030459	chr1	133812599	133813372	Zm00001d030459	-	chr1	133812468	133812892	Zm00001eb027510	Zm00001eb027510	-	293
Zm00001d030482	chr1	136521513	136522097	Zm00001d030482	-	.	-1	-1	.	-1	.	0
Zm00001d030483	chr1	136522580	136523028	Zm00001d030483	-	.	-1	-1	.	-1	.	0
Zm00001d030484	chr3	6830498	6833549	Zm00001d030484	+	.	-1	-1	.	-1	.	0
Zm00001d030494	chr1	139259960	139261234	Zm00001d030494	+	chr1	139259960	139261234	Zm00001eb027660	Zm00001eb027660	+	1274
Zm00001d030513	chr1	141995851	141996678	Zm00001d030513	+	chr1	141995851	141996678	Zm00001eb027780	Zm00001eb027780	+	827
Zm00001d030531	chr1	143474786	143475429	Zm00001d030531	+	.	-1	-1	.	-1	.	0
Zm00001d030532	chr1	143510133	143511541	Zm00001d030532	+	chr1	143510133	143511541	Zm00001eb027860	Zm00001eb027860	+	1408
Zm00001d030548	chr1	144450328	144451958	Zm00001d030548	+	chr1	144450328	144451958	Zm00001eb027940	Zm00001eb027940	+	1630
Zm00001d030555	chr1	144935949	144938339	Zm00001d030555	+	chr1	144935949	144938339	Zm00001eb028010	Zm00001eb028010	+	2390
Zm00001d030562	chr1	145466969	145470060	Zm00001d030562	+	chr1	145467717	145469125	Zm00001eb028080	Zm00001eb028080	+	1408
Zm00001d030578	chr1	146932925	146933230	Zm00001d030578	-	.	-1	-1	.	-1	.	0
Zm00001d030581	chr1	147322696	147332887	Zm00001d030581	-	chr1	147321543	147332887	Zm00001eb028190	Zm00001eb028190	-	10191
Zm00001d030603	chr1	149166109	149167997	Zm00001d030603	-	.	-1	-1	.	-1	.	0
Zm00001d030620	chr1	150853728	150861263	Zm00001d030620	-	chr1	150853728	150861263	Zm00001eb028460	Zm00001eb028460	-	7535
Zm00001d030661	chr1	153459102	153465285	Zm00001d030661	+	chr1	153459102	153465285	Zm00001eb028720	Zm00001eb028720	+	6183
Zm00001d030663	chr1	153597851	153599435	Zm00001d030663	-	.	-1	-1	.	-1	.	0
Zm00001d030670	chr1	153982356	153984288	Zm00001d030670	-	chr1	153982356	153984465	Zm00001eb028770	Zm00001eb028770	-	1932
Zm00001d030672	chr1	154186115	154186683	Zm00001d030672	-	.	-1	-1	.	-1	.	0
Zm00001d030682	chr1	154625817	154627286	Zm00001d030682	-	chr1	154625817	154627334	Zm00001eb028850	Zm00001eb028850	-	1469
Zm00001d030693	chr1	155509152	155511443	Zm00001d030693	+	chr1	155509746	155511618	Zm00001eb029000	Zm00001eb029000	+	1697
Zm00001d030698	chr1	155953783	155954210	Zm00001d030698	+	.	-1	-1	.	-1	.	0
Zm00001d030707	chr1	156651100	156653662	Zm00001d030707	+	chr1	156651100	156653662	Zm00001eb029100	Zm00001eb029100	+	2562
Zm00001d030713	chr1	156999487	157000257	Zm00001d030713	-	.	-1	-1	.	-1	.	0
Zm00001d030720	chr1	157396065	157398638	Zm00001d030720	-	chr1	157396065	157398638	Zm00001eb029180	Zm00001eb029180	-	2573
Zm00001d030724	chr1	157599131	157601505	Zm00001d030724	-	.	-1	-1	.	-1	.	0
Zm00001d030726	chr1	157844360	157846153	Zm00001d030726	+	chr1	157845445	157846153	Zm00001eb029210	Zm00001eb029210	+	708
Zm00001d030733	chr1	158491910	158496643	Zm00001d030733	+	chr1	158489259	158496643	Zm00001eb029260	Zm00001eb029260	+	4733
Zm00001d030735	chr1	158584369	158584757	Zm00001d030735	+	chr1	158584369	158584665	Zm00001eb029280	Zm00001eb029280	+	296
Zm00001d030744	chr1	159345587	159347065	Zm00001d030744	+	chr1	159344900	159347062	Zm00001eb029390	Zm00001eb029390	+	1475
Zm00001d030745	chr1	159576354	159577667	Zm00001d030745	-	chr1	159576354	159594582	Zm00001eb029400	Zm00001eb029400	-	1313
Zm00001d030751	chr1	159869466	159872247	Zm00001d030751	-	chr1	159869466	159872247	Zm00001eb029450	Zm00001eb029450	-	2781
Zm00001d030754	chr1	159995627	159995791	Zm00001d030754	-	.	-1	-1	.	-1	.	0
Zm00001d030756	chr1	160028875	160029183	Zm00001d030756	+	chr1	160028623	160028982	Zm00001eb029460	Zm00001eb029460	+	107
Zm00001d030761	chr1	160415027	160415899	Zm00001d030761	-	.	-1	-1	.	-1	.	0
Zm00001d030767	chr1	160774530	160775109	Zm00001d030767	-	.	-1	-1	.	-1	.	0
Zm00001d030772	chr1	160817964	160818577	Zm00001d030772	-	chr1	160817651	160818742	Zm00001eb029560	Zm00001eb029560	-	613
Zm00001d030780	chr1	161131178	161132964	Zm00001d030780	-	chr1	161131178	161185118	Zm00001eb029610	Zm00001eb029610	-	1786
Zm00001d030782	chr1	161176126	161185118	Zm00001d030782	-	chr1	161131178	161185118	Zm00001eb029610	Zm00001eb029610	-	8992
Zm00001d030791	chr1	162166882	162170213	Zm00001d030791	-	chr1	162166882	162170186	Zm00001eb029720	Zm00001eb029720	-	3304
Zm00001d030795	chr1	162311981	162315712	Zm00001d030795	-	chr1	162311981	162315829	Zm00001eb029730	Zm00001eb029730	-	3731
Zm00001d030796	chr1	162369785	162374461	Zm00001d030796	-	chr1	162369785	162374461	Zm00001eb029740	Zm00001eb029740	-	4676
Zm00001d030806	chr1	163065398	163068239	Zm00001d030806	+	.	-1	-1	.	-1	.	0
Zm00001d030809	chr1	163480913	163485564	Zm00001d030809	+	chr1	163480786	163485564	Zm00001eb029790	Zm00001eb029790	+	4651
Zm00001d030812	chr1	163638074	163639088	Zm00001d030812	-	.	-1	-1	.	-1	.	0
Zm00001d030814	chr1	163708827	163711077	Zm00001d030814	-	.	-1	-1	.	-1	.	0
Zm00001d030815	chr1	163755736	163758958	Zm00001d030815	+	chr1	163755736	163758958	Zm00001eb029830	Zm00001eb029830	+	3222
Zm00001d030818	chr1	163983814	163998194	Zm00001d030818	+	chr1	163983814	164059246	Zm00001eb029860	Zm00001eb029860	+	14380
Zm00001d030821	chr1	164225232	164226818	Zm00001d030821	-	chr1	164225232	164228773	Zm00001eb029880	Zm00001eb029880	-	1586
Zm00001d030822	chr1	164251335	164259070	Zm00001d030822	-	.	-1	-1	.	-1	.	0
Zm00001d030824	chr1	164290841	164297321	Zm00001d030824	-	chr1	164295965	164297321	Zm00001eb029890	Zm00001eb029890	-	1356
Zm00001d030851	chr1	165502363	165504006	Zm00001d030851	-	chr1	165502366	165504006	Zm00001eb030110	Zm00001eb030110	-	1640
Zm00001d030856	chr1	165901246	165902949	Zm00001d030856	-	chr1	165901246	165902334	Zm00001eb030170	Zm00001eb030170	-	1088
Zm00001d030864	chr1	166336189	166340106	Zm00001d030864	-	chr1	166336189	166340106	Zm00001eb030260	Zm00001eb030260	-	3917
Zm00001d030867	chr1	166412342	166414340	Zm00001d030867	-	chr1	166411566	166414340	Zm00001eb030280	Zm00001eb030280	-	1998
Zm00001d030870	chr1	166613375	166613716	Zm00001d030870	+	chr1	166613202	166613746	Zm00001eb030310	Zm00001eb030310	+	341
Zm00001d030877	chr1	167148000	167158820	Zm00001d030877	-	chr1	167148000	167158874	Zm00001eb030340	Zm00001eb030340	-	10820
Zm00001d030879	chr1	167324888	167329231	Zm00001d030879	+	chr1	167324888	167329109	Zm00001eb030360	Zm00001eb030360	+	4221
Zm00001d030899	chr1	168665270	168666039	Zm00001d030899	-	.	-1	-1	.	-1	.	0
Zm00001d030901	chr1	168841989	168843521	Zm00001d030901	-	chr1	168841989	168843521	Zm00001eb030480	Zm00001eb030480	-	1532
Zm00001d030902	chr1	168844248	168846701	Zm00001d030902	+	chr1	168846345	168846701	Zm00001eb030490	Zm00001eb030490	+	356
Zm00001d030910	chr1	168970782	168979763	Zm00001d030910	-	chr1	168970901	168980106	Zm00001eb030530	Zm00001eb030530	-	8862
Zm00001d030914	chr1	169117235	169137776	Zm00001d030914	-	chr1	169117235	169119136	Zm00001eb030540	Zm00001eb030540	-	1901
Zm00001d030927	chr1	169731285	169732965	Zm00001d030927	-	.	-1	-1	.	-1	.	0
Zm00001d030930	chr1	169767182	169767860	Zm00001d030930	+	.	-1	-1	.	-1	.	0
Zm00001d030933	chr1	169890902	169891147	Zm00001d030933	-	.	-1	-1	.	-1	.	0
Zm00001d030936	chr1	170396496	170398512	Zm00001d030936	-	chr1	170396496	170398512	Zm00001eb030670	Zm00001eb030670	-	2016
Zm00001d030952	chr1	170859869	170861233	Zm00001d030952	+	chr1	170859869	170861344	Zm00001eb030860	Zm00001eb030860	+	1364
Zm00001d030963	chr1	171719368	171720031	Zm00001d030963	+	.	-1	-1	.	-1	.	0
Zm00001d030981	chr1	173776160	173779529	Zm00001d030981	+	chr1	173776160	173779529	Zm00001eb031100	Zm00001eb031100	+	3369
Zm00001d030994	chr1	174618195	174620730	Zm00001d030994	-	chr1	174620061	174620810	Zm00001eb031200	Zm00001eb031200	-	669
Zm00001d031027	chr1	176250960	176258325	Zm00001d031027	-	chr1	176251881	176253682	Zm00001eb031420	Zm00001eb031420	-	1801
Zm00001d031037	chr1	176790475	176794365	Zm00001d031037	-	.	-1	-1	.	-1	.	0
Zm00001d031047	chr1	176966805	176967907	Zm00001d031047	-	chr1	176966805	176967907	Zm00001eb031580	Zm00001eb031580	-	1102
Zm00001d031049	chr1	176972700	176976143	Zm00001d031049	-	chr1	176972700	176976143	Zm00001eb031590	Zm00001eb031590	-	3443
Zm00001d031051	chr1	177011686	177013510	Zm00001d031051	-	chr1	177011874	177017585	Zm00001eb031610	Zm00001eb031610	-	1636
Zm00001d031053	chr1	177015302	177017602	Zm00001d031053	-	chr1	177011874	177017585	Zm00001eb031610	Zm00001eb031610	-	2283
Zm00001d031068	chr1	177940682	177942263	Zm00001d031068	+	chr1	177940682	177942263	Zm00001eb031760	Zm00001eb031760	+	1581
Zm00001d031091	chr1	178916594	178921477	Zm00001d031091	-	chr1	178916594	178918964	Zm00001eb031990	Zm00001eb031990	-	2370
Zm00001d031093	chr1	179057156	179059652	Zm00001d031093	+	chr1	179057156	179059129	Zm00001eb032010	Zm00001eb032010	+	1973
Zm00001d031094	chr1	179121818	179122843	Zm00001d031094	-	chr1	179121818	179122843	Zm00001eb032020	Zm00001eb032020	-	1025
Zm00001d031099	chr1	179365958	179367493	Zm00001d031099	+	chr1	179365958	179367506	Zm00001eb032040	Zm00001eb032040	+	1535
Zm00001d031114	chr1	179923575	179923865	Zm00001d031114	-	chr1	179923575	179923865	Zm00001eb032150	Zm00001eb032150	-	290
Zm00001d031119	chr1	180117949	180121369	Zm00001d031119	+	chr1	180117949	180121369	Zm00001eb032220	Zm00001eb032220	+	3420
Zm00001d031122	chr1	180478711	180479266	Zm00001d031122	-	chr1	180477696	180484261	Zm00001eb032240	Zm00001eb032240	-	555
Zm00001d031127	chr1	180826118	180827597	Zm00001d031127	-	chr1	180826118	180827597	Zm00001eb032280	Zm00001eb032280	-	1479
Zm00001d031129	chr1	180912603	180914324	Zm00001d031129	-	chr1	180913725	180914324	Zm00001eb032310	Zm00001eb032310	-	599
Zm00001d031134	chr1	181107686	181109731	Zm00001d031134	-	chr1	181107689	181109731	Zm00001eb032360	Zm00001eb032360	-	2042
Zm00001d031135	chr1	181114308	181118223	Zm00001d031135	+	chr1	181114447	181118164	Zm00001eb032370	Zm00001eb032370	+	3717
Zm00001d031145	chr1	181694624	181703042	Zm00001d031145	-	chr1	181701991	181703042	Zm00001eb032460	Zm00001eb032460	-	1051
Zm00001d031149	chr1	181855607	181857835	Zm00001d031149	+	chr1	181855607	181857835	Zm00001eb032500	Zm00001eb032500	+	2228
Zm00001d031150	chr1	181859221	181859621	Zm00001d031150	+	.	-1	-1	.	-1	.	0
Zm00001d031152	chr1	181883448	181883963	Zm00001d031152	-	chr1	181883448	181883963	Zm00001eb032520	Zm00001eb032520	-	515
Zm00001d031158	chr1	182075887	182076370	Zm00001d031158	-	chr1	182075887	182076411	Zm00001eb032600	Zm00001eb032600	-	483
Zm00001d031159	chr1	182305861	182327246	Zm00001d031159	+	chr1	182305717	182327246	Zm00001eb032620	Zm00001eb032620	+	21385
Zm00001d031164	chr1	182479182	182480328	Zm00001d031164	-	chr1	182479182	182480523	Zm00001eb032650	Zm00001eb032650	-	1146
Zm00001d031170	chr1	182571409	182572473	Zm00001d031170	+	.	-1	-1	.	-1	.	0
Zm00001d031171	chr1	182599794	182604534	Zm00001d031171	-	chr1	182599794	182606476	Zm00001eb032700	Zm00001eb032700	-	4740
Zm00001d031173	chr1	182851628	182853235	Zm00001d031173	+	chr1	182851307	182853377	Zm00001eb032720	Zm00001eb032720	+	1607
Zm00001d031188	chr1	183806179	183812277	Zm00001d031188	-	chr1	183806179	183812135	Zm00001eb032840	Zm00001eb032840	-	5956
Zm00001d031196	chr1	183958271	183958768	Zm00001d031196	-	chr1	183958271	183958993	Zm00001eb032890	Zm00001eb032890	-	497
Zm00001d031202	chr1	184076173	184076688	Zm00001d031202	+	chr1	184076173	184076688	Zm00001eb032960	Zm00001eb032960	+	515
Zm00001d031203	chr1	184077065	184078414	Zm00001d031203	-	chr1	184077065	184078414	Zm00001eb032970	Zm00001eb032970	-	1349
Zm00001d031208	chr1	184217943	184218447	Zm00001d031208	+	chr1	184217943	184218688	Zm00001eb033010	Zm00001eb033010	+	504
